,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RAMBO:PM25,AUT:PM25,RUR_S:PM25,BOB:PM25,GEN:PM25,VITRY:PM25,A1:PM25,PA04C:PM25,BP_EST:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Rambouillet,Boulevard Péripherique Auteuil,Zone Rurale Sud - Bois Herpin,BOBIGNY,GENNEVILLIERS,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Paris Centre,Boulevard Périphérique Est,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RAMBO,AUT,RUR_S,BOB,GEN,VITRY,A1,PA04C,BP_EST,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2019/12/01 01:00:00+00,,11.400000,7.600000,9.200000,13.800000,8.900000,,4.800000,8.800000,5,15.600000,15.400000,,13.800000,8021
2019/12/01 02:00:00+00,,11,7.100000,9,10.400000,9.200000,,5.600000,10.300000,9.500000,11.800000,7,,11.100000,8022
2019/12/01 03:00:00+00,,10.300000,7.200000,9.800000,12.200000,12.800000,,12.700000,10.600000,8,10.800000,10.700000,,17.700000,8023
2019/12/01 04:00:00+00,,12,8.300000,7.100000,10.800000,8.400000,,10,10.200000,8,11,8.700000,,13.100000,8024
2019/12/01 05:00:00+00,,14.100000,9.300000,7.600000,9.700000,7.200000,,12.500000,9.100000,5,10.500000,10.300000,,14.200000,8025
2019/12/01 06:00:00+00,,13.500000,8.400000,5.900000,11.200000,9.300000,,8.500000,7.700000,6,11.800000,10.800000,,16.300000,8026
2019/12/01 07:00:00+00,,13.200000,6.700000,6.100000,8.900000,7.700000,,7.200000,6.900000,5,12.600000,7.700000,,15.100000,8027
2019/12/01 08:00:00+00,,10.800000,5.300000,5.800000,10.200000,8.200000,,8.800000,12.500000,9.200000,,12.200000,,18.500000,8028
2019/12/01 09:00:00+00,,13.600000,9.600000,11.900000,9.500000,10.200000,,7.600000,9.400000,5.200000,,10,,17.700000,8029
2019/12/01 10:00:00+00,,16.100000,10.800000,11.600000,12.100000,8.100000,,8.500000,7.300000,4.700000,,11.500000,,17.500000,8030
2019/12/01 11:00:00+00,,16,9.800000,9.500000,10,12.600000,,10.400000,6.200000,9.100000,12.500000,8.300000,,13.800000,8031
2019/12/01 12:00:00+00,,12.300000,11.400000,9.800000,10.300000,11.600000,,9.900000,11.300000,9.100000,12.900000,13.200000,,17.300000,8032
2019/12/01 13:00:00+00,,12.700000,12.800000,8.500000,12.300000,13.400000,,8.500000,8.400000,8.300000,13.100000,15.700000,,21.100000,8033
2019/12/01 14:00:00+00,,15.300000,13.300000,9.700000,10.900000,13.600000,,8.700000,6.400000,13.200000,9.300000,10.900000,,11.700000,8034
2019/12/01 15:00:00+00,,10.100000,11.800000,9.800000,13.600000,15.700000,,10.700000,12.100000,14.300000,11,19.400000,,15.100000,8035
2019/12/01 16:00:00+00,,14,19,5.400000,14.500000,11.500000,,9.900000,12.900000,14.600000,19.100000,19.500000,,20.500000,8036
2019/12/01 17:00:00+00,,16,13.500000,6,19.900000,13.600000,,13.100000,19.400000,13.900000,20.400000,21.900000,,18.900000,8037
2019/12/01 18:00:00+00,,18.800000,20.300000,7.800000,20.500000,19.700000,,18.900000,17.900000,16.500000,19.200000,21.300000,,19.400000,8038
2019/12/01 19:00:00+00,,17.700000,17.700000,14.700000,17.400000,16.700000,,19.200000,16.700000,15.100000,20.100000,19.700000,,14.300000,8039
2019/12/01 20:00:00+00,,21.300000,17.100000,11.600000,17.600000,16.200000,,15.200000,16.800000,14.400000,22.600000,20.300000,,25.700000,8040
2019/12/01 21:00:00+00,,18.700000,18.400000,8.500000,19.900000,16.300000,,16.900000,11.300000,17.300000,17.600000,17,,22.200000,8041
2019/12/01 22:00:00+00,,16.100000,18,14.800000,24.100000,20.300000,,15.400000,20,16.300000,21.200000,21.600000,,22,8042
2019/12/01 23:00:00+00,,20.800000,21.200000,13.200000,21.700000,20.600000,,18,21.800000,16.600000,22.600000,29.900000,,23.100000,8043
2019/12/02 00:00:00+00,,19.400000,19.300000,16.800000,19.900000,21.600000,,17.300000,20.500000,17.100000,,15.900000,,24.300000,8044
2019/12/02 01:00:00+00,,23.100000,16.100000,13.800000,18.800000,14,,20.900000,15.400000,15.500000,21,17.900000,,24.700000,8045
2019/12/02 02:00:00+00,,21.200000,12.800000,17,25.200000,16.200000,,18.500000,17.500000,17.500000,24.400000,19.700000,,25.300000,8046
2019/12/02 03:00:00+00,,22.600000,10.500000,15.200000,18.900000,9.300000,,21.700000,16.900000,13.200000,19.900000,18.500000,,19.200000,8047
2019/12/02 04:00:00+00,,22.900000,15.600000,19.300000,18.100000,15.200000,,18.400000,17.700000,11.900000,16.900000,18,,20.900000,8048
2019/12/02 05:00:00+00,,19.800000,10.500000,20.600000,16.900000,9.100000,,16.700000,17.800000,13,19.800000,16,,26.700000,8049
2019/12/02 06:00:00+00,,21.900000,16.900000,22,17.900000,7.400000,,13.200000,20.100000,12.900000,17.600000,15.100000,,24.100000,8050
2019/12/02 07:00:00+00,,22.200000,13.600000,16.700000,19.700000,9.700000,,13.200000,18.300000,13.600000,21.800000,17.700000,,26.300000,8051
2019/12/02 08:00:00+00,,22.800000,15.500000,14.900000,20.800000,10.900000,,12.100000,21.200000,16.300000,22.500000,24.200000,,28.600000,8052
2019/12/02 09:00:00+00,,24.300000,15.400000,11.200000,21.500000,9.200000,,14.100000,22.800000,19.400000,27.800000,27.800000,,35.200000,8053
2019/12/02 10:00:00+00,,22.700000,9.800000,14.600000,21.600000,10.100000,,17.200000,22.800000,19.100000,21.600000,22.600000,,31.200000,8054
2019/12/02 11:00:00+00,,26.700000,12.600000,12.400000,15.700000,7.900000,,13,13.900000,18.200000,19.500000,29,,29.300000,8055
2019/12/02 12:00:00+00,,18.700000,7.300000,6.800000,12.400000,5.500000,,15.600000,15.500000,16.200000,18.300000,14.200000,,23.900000,8056
2019/12/02 13:00:00+00,,16.300000,7.700000,3.200000,12.400000,2.800000,,10.300000,14,14.300000,13.400000,19.300000,,21.200000,8057
2019/12/02 14:00:00+00,,14.300000,7.800000,3.600000,10.600000,6.100000,7.800000,6.900000,13.100000,12.900000,11.500000,12.500000,,18.300000,8058
2019/12/02 15:00:00+00,,15,10.700000,5.200000,9.300000,9.500000,11.500000,16.900000,8.700000,11.900000,11.400000,9.900000,,13,8059
2019/12/02 16:00:00+00,,19.800000,9,6.700000,9.200000,11.400000,12.800000,11.600000,7.300000,11.100000,16,16.200000,,22.300000,8060
2019/12/02 17:00:00+00,,28.800000,18.400000,9.300000,16.700000,14.800000,18.600000,7.400000,11.800000,8,12.700000,15.500000,,14.300000,8061
2019/12/02 18:00:00+00,,20.600000,19.500000,6.100000,13,20.800000,8.700000,11.400000,14.300000,7.800000,12.200000,21,,19.600000,8062
2019/12/02 19:00:00+00,,28,15.900000,6.900000,17.400000,31.700000,10.400000,18.100000,19.700000,9.200000,14,25.900000,,19.300000,8063
2019/12/02 20:00:00+00,,34.700000,12.300000,11.600000,26.500000,32.200000,10.900000,14.500000,23.300000,13.800000,14.700000,18.100000,,18.600000,8064
2019/12/02 21:00:00+00,,29.100000,10.800000,12.800000,19.400000,46.500000,14.800000,14.600000,20.300000,20.200000,13.800000,23.400000,,21.400000,8065
2019/12/02 22:00:00+00,,29.300000,15.800000,16.500000,24.600000,29.300000,22.100000,16,21.100000,20,19.800000,20.900000,,22.200000,8066
2019/12/02 23:00:00+00,,30.500000,12.600000,16.700000,22.500000,20.300000,24.900000,17.200000,18.100000,16.900000,14.600000,20.500000,,19.600000,8067
2019/12/03 00:00:00+00,,27.800000,8.500000,24.800000,17.100000,16,25.800000,15.700000,20.800000,13.600000,15.100000,15.600000,,18.900000,8068
2019/12/03 01:00:00+00,,19.800000,10.600000,23.500000,16.400000,13,28.900000,26.500000,14.600000,17.600000,12.200000,13.900000,,22.400000,8069
2019/12/03 02:00:00+00,,22.800000,11.400000,20,17.200000,12.300000,25.200000,16.800000,13.800000,20.900000,17.700000,14.500000,,18.800000,8070
2019/12/03 03:00:00+00,,25.200000,12.900000,12.600000,18.900000,12,24.200000,16.600000,19.100000,21.500000,19.200000,15.900000,,20.600000,8071
2019/12/03 04:00:00+00,,22.100000,13.600000,15.500000,20.100000,14.300000,30.800000,14.400000,21.600000,19.100000,21,20.800000,,26.800000,8072
2019/12/03 05:00:00+00,,19.100000,13.400000,11.800000,17.600000,12.300000,28.700000,18,23.300000,19.400000,23.900000,21.500000,,26.400000,8073
2019/12/03 06:00:00+00,,19.600000,19.800000,11.500000,24.200000,10.700000,30.700000,12.600000,20.600000,22.200000,22.800000,25.900000,,40,8074
2019/12/03 07:00:00+00,,25.300000,16.700000,9.700000,22.500000,8.100000,28.700000,18.800000,20.600000,26.900000,15.700000,30.300000,,29.800000,8075
2019/12/03 08:00:00+00,,21.200000,8.900000,9.100000,26.600000,8.200000,23.100000,13.300000,15.500000,21.300000,19,22.400000,,25.100000,8076
2019/12/03 09:00:00+00,,21.400000,9.800000,12.600000,20,9.400000,21.400000,9,14.100000,13.700000,22,14.700000,,27.300000,8077
2019/12/03 10:00:00+00,,25.100000,7.400000,9.700000,10.800000,12.900000,24,15.500000,11.900000,14.700000,18.100000,23.200000,,24.700000,8078
2019/12/03 11:00:00+00,,32.700000,6.600000,7,16.200000,10.200000,45.600000,18.200000,14,13.800000,21.200000,25.100000,,30.500000,8079
2019/12/03 12:00:00+00,,36.700000,6.300000,8.600000,11.600000,9.700000,45.400000,20.600000,18.700000,15.900000,20.300000,22.900000,,35.500000,8080
2019/12/03 13:00:00+00,26.400000,20.700000,11.100000,6.600000,12.100000,10,40.400000,11.900000,16.900000,19.100000,23.200000,24.600000,,31.300000,8081
2019/12/03 14:00:00+00,25.900000,16.200000,9.900000,7.500000,10.300000,18.300000,30.700000,18.200000,13.600000,20.400000,20.200000,23.700000,,24.500000,8082
2019/12/03 15:00:00+00,22.400000,13.700000,9.500000,6.600000,14.900000,30.100000,36.700000,15.400000,10.700000,17.300000,16,16.900000,,32.800000,8083
2019/12/03 16:00:00+00,18.400000,27.300000,9.100000,3.200000,11.600000,26.500000,30.300000,17.600000,15.700000,16.500000,19.500000,19.400000,,25.700000,8084
2019/12/03 17:00:00+00,18.900000,29,4.600000,3.600000,12.600000,27,23.900000,20.500000,18.700000,12.600000,22,17.900000,,25.800000,8085
2019/12/03 18:00:00+00,18.500000,33,4.100000,5.900000,10,29.300000,28,18.400000,15.200000,11.400000,21.500000,21.200000,,28.900000,8086
2019/12/03 19:00:00+00,17.800000,30.600000,6.600000,4.800000,14.500000,21.200000,23.400000,17,18.400000,13.800000,26.600000,23.100000,,27.900000,8087
2019/12/03 20:00:00+00,22,31.600000,8.200000,8.300000,15.700000,15,24.600000,10,22.200000,15,25.900000,22.400000,,28.400000,8088
2019/12/03 21:00:00+00,28,34.600000,6.400000,9.900000,19.100000,18,28.700000,9.400000,22.300000,16.900000,26.100000,23.300000,,29.300000,8089
2019/12/03 22:00:00+00,25.900000,35.100000,5.200000,9.400000,19.400000,19,30.200000,10.100000,23.900000,20.100000,24.300000,24.100000,,32.600000,8090
2019/12/03 23:00:00+00,26.400000,37.300000,10.600000,10.800000,11.900000,16.400000,29.900000,12.100000,21.900000,22.500000,23.300000,20.100000,,30.600000,8091
2019/12/04 00:00:00+00,27.800000,47.800000,7,11.900000,9.900000,17.300000,24.600000,15.700000,22.200000,20.800000,24.400000,20.700000,,27.600000,8092
2019/12/04 01:00:00+00,23.400000,43.900000,5.100000,15.200000,10.800000,17.400000,22.800000,12,17.800000,20.700000,21.400000,12.200000,,24.500000,8093
2019/12/04 02:00:00+00,25.900000,36.500000,5.800000,13.900000,11,19,28.200000,18.200000,13.400000,16.200000,22.600000,16,,24.800000,8094
2019/12/04 03:00:00+00,21.900000,35.400000,7.800000,16.800000,8.300000,21.700000,27.500000,14.200000,18.300000,14.900000,19.200000,13.400000,,24.700000,8095
2019/12/04 04:00:00+00,19.800000,21.700000,8,12.300000,11.600000,15.100000,26.600000,15.500000,13.400000,11.600000,14.400000,11.200000,,23.100000,8096
2019/12/04 05:00:00+00,20.900000,31.200000,9.100000,18.800000,10.800000,24.100000,32.400000,15.500000,15.600000,10.600000,23.400000,15.300000,,26.500000,8097
2019/12/04 06:00:00+00,20.700000,27.100000,9.900000,22.200000,12.200000,20,25.300000,17.100000,15.200000,10.600000,23.500000,21.500000,,27.400000,8098
2019/12/04 07:00:00+00,22.200000,33.400000,12.900000,20,20.800000,16.900000,30.700000,19.600000,16.400000,11.300000,22.700000,22.400000,,33.800000,8099
2019/12/04 08:00:00+00,29.600000,37.800000,8.900000,20,19.200000,22.600000,25.600000,18.300000,20.400000,14.200000,29.900000,21.500000,,27,8100
2019/12/04 09:00:00+00,25.700000,38.100000,9.100000,16.500000,22.400000,23.300000,28,19.400000,23.100000,16,34.100000,21.800000,,27.800000,8101
2019/12/04 10:00:00+00,28.800000,47.900000,10.800000,17.800000,20.700000,26.700000,31.400000,19,24.400000,19.500000,31.200000,27.300000,,32.700000,8102
2019/12/04 11:00:00+00,28.500000,34,11.700000,14,16.900000,17,29.600000,18,23.200000,24.100000,25.400000,33.700000,,35.800000,8103
2019/12/04 12:00:00+00,27.300000,33.100000,17.900000,11.900000,23.200000,13.600000,30.100000,14.500000,25,30.300000,22.200000,30.100000,,22.300000,8104
2019/12/04 13:00:00+00,24.900000,26.100000,15.400000,8.200000,20,15.400000,37.200000,16.200000,23.400000,29.300000,18.700000,31.400000,,26.800000,8105
2019/12/04 14:00:00+00,28.900000,25.800000,20.200000,16.100000,20.400000,18.600000,31.900000,16.200000,21.800000,26.100000,17.200000,25.200000,,27.500000,8106
2019/12/04 15:00:00+00,29.200000,28.200000,23.300000,13.300000,18.500000,25.800000,38.800000,18,20.800000,25.500000,26,29,,34.600000,8107
2019/12/04 16:00:00+00,28.800000,32.500000,30.200000,15.200000,23.200000,31.800000,33.600000,20.100000,20.600000,23.700000,23.400000,29,,42.600000,8108
2019/12/04 17:00:00+00,25.100000,34.100000,22.600000,18.900000,29.400000,44.600000,31.900000,22,24.900000,25.900000,32.500000,28.700000,,35.700000,8109
2019/12/04 18:00:00+00,25.700000,51.300000,25,18.200000,28.600000,50.100000,38.900000,18.500000,34.400000,29.500000,56.800000,42.500000,,41.800000,8110
2019/12/04 19:00:00+00,24,63.800000,18.600000,20.900000,28.400000,51.200000,59.300000,27.500000,38.500000,32.900000,48.300000,45.300000,,42.800000,8111
2019/12/04 20:00:00+00,29.900000,62.400000,21,15.900000,21.700000,76.400000,48.400000,19.500000,41.200000,32.400000,51.400000,43.700000,,47.200000,8112
2019/12/04 21:00:00+00,38.900000,70.100000,19.900000,18.600000,23.800000,85.200000,59.600000,21.400000,44.500000,35.100000,47.300000,42.300000,,56.500000,8113
2019/12/04 22:00:00+00,44,71.500000,17.600000,16.100000,26.300000,27.500000,49.900000,29.300000,43.900000,41.100000,56,48,,54.500000,8114
2019/12/04 23:00:00+00,47.600000,66,15.200000,20.300000,16.200000,,41.600000,35.200000,33.900000,26.600000,55.100000,35.900000,,41.600000,8115
2019/12/05 00:00:00+00,40.400000,72.600000,15.900000,20.500000,22.100000,22.100000,36.900000,31.900000,31.600000,20.400000,45.900000,23.500000,,38.600000,8116
2019/12/05 01:00:00+00,31.600000,51.100000,14.200000,24.300000,24.200000,23.200000,30.400000,32.600000,20.900000,20,34.900000,27,,44.700000,8117
2019/12/05 02:00:00+00,29.900000,45.500000,12.300000,24.600000,25.900000,20.800000,28.700000,28.500000,21.800000,19.200000,27.700000,24,,41.300000,8118
2019/12/05 03:00:00+00,29.500000,50.600000,10.200000,29.400000,20.900000,25.600000,30.500000,26.800000,28.300000,18.300000,28.500000,22.800000,,37.700000,8119
2019/12/05 04:00:00+00,,48.900000,9.700000,30.800000,19.800000,24.400000,28,26.400000,23.600000,16,30,22.500000,,36,8120
2019/12/05 05:00:00+00,24.100000,47.500000,9.900000,28.800000,17.300000,20.100000,22.700000,29.800000,22.400000,16.700000,30.900000,23.100000,,29.100000,8121
2019/12/05 06:00:00+00,24.300000,54.100000,13,29.800000,17.800000,16.100000,30.600000,25.700000,18.400000,14.900000,21.900000,26.900000,,29,8122
2019/12/05 07:00:00+00,24.300000,54.400000,9.600000,31.300000,17.500000,,26.100000,27,24.600000,15.200000,28.400000,28,,33.400000,8123
2019/12/05 08:00:00+00,24.800000,43.400000,9.800000,29.200000,17,,27.700000,20.400000,22.500000,16.300000,24.800000,30.100000,,39.300000,8124
2019/12/05 09:00:00+00,25.600000,38.300000,12.800000,27.700000,17.100000,10.500000,31.300000,15.100000,18.600000,16.300000,25.900000,27,,34.600000,8125
2019/12/05 10:00:00+00,28.700000,49.300000,10.400000,26.800000,17.200000,12.600000,35.100000,16.500000,25.800000,15.100000,26,38.500000,,42.600000,8126
2019/12/05 11:00:00+00,26.200000,36.600000,8.100000,31.700000,17.400000,16.700000,29.500000,15.400000,24.500000,23.900000,26.800000,30.500000,,41.100000,8127
2019/12/05 12:00:00+00,28.800000,42,10.500000,23.700000,17.800000,12.500000,36.600000,18.400000,35.100000,22.300000,35,40,,44.100000,8128
2019/12/05 13:00:00+00,35,39,9.500000,23.700000,25.800000,11,39.400000,8.600000,31.700000,22.600000,33,42.300000,,45.400000,8129
2019/12/05 14:00:00+00,36.700000,45.300000,9.400000,22.900000,30.500000,13.600000,32.200000,10.600000,35.800000,24.800000,36.800000,44.500000,,42.200000,8130
2019/12/05 15:00:00+00,35.500000,40.100000,9.100000,22.200000,33.700000,11.500000,33.100000,9.200000,39.200000,27.100000,,41.200000,,44.500000,8131
2019/12/05 16:00:00+00,31.800000,36.100000,16.400000,17.500000,32.900000,14.400000,31,13.900000,38.100000,24.700000,,41.100000,,47.300000,8132
2019/12/05 17:00:00+00,24.800000,37.700000,9.900000,17.900000,27,13.600000,36.700000,18.700000,40.900000,22,25.900000,40.900000,,34.900000,8133
2019/12/05 18:00:00+00,19.100000,34.500000,10.800000,16,26.900000,17.100000,34.400000,12.400000,29.400000,20.600000,30.300000,29.400000,,30.800000,8134
2019/12/05 19:00:00+00,22,34,12.100000,15.400000,28.400000,18.400000,29.600000,17.800000,25.900000,21,26.400000,35.300000,,33.800000,8135
2019/12/05 20:00:00+00,,30.500000,11.800000,22.500000,31.900000,15,28.200000,16.100000,32.500000,20.900000,23.600000,27.900000,,30.600000,8136
2019/12/05 21:00:00+00,,35.400000,14.100000,24.900000,30,16.400000,29.700000,14.600000,27.700000,19.500000,23.500000,28.800000,,34.200000,8137
2019/12/05 22:00:00+00,,32.300000,15.400000,18.900000,30.600000,13,29.800000,18,28.900000,18.700000,25.500000,24.800000,,38,8138
2019/12/05 23:00:00+00,,26.200000,18.100000,16.600000,29.600000,14.900000,22.900000,14.800000,26.800000,22.400000,22.100000,25.500000,,34.900000,8139
2019/12/06 00:00:00+00,28.500000,29.300000,17.100000,20.700000,28.700000,12.800000,16.100000,19.400000,21.100000,21.300000,24.100000,29.900000,,28.800000,8140
2019/12/06 01:00:00+00,25.400000,27.900000,12.200000,21.900000,25.500000,14.400000,23.300000,22.900000,22,17.900000,24.500000,19.700000,,28.500000,8141
2019/12/06 02:00:00+00,20.400000,21.900000,12.500000,21.800000,19.600000,15.300000,19.200000,23.600000,20.200000,14.500000,22.500000,22.700000,,26.700000,8142
2019/12/06 03:00:00+00,20.500000,31.900000,16.700000,20.600000,21.100000,17.500000,19.900000,29,25.900000,13.700000,25.100000,24.800000,,33.300000,8143
2019/12/06 04:00:00+00,25.700000,31.300000,18.100000,24.500000,20.700000,17.200000,28.100000,28.500000,23.900000,16.300000,,25.600000,,28,8144
2019/12/06 05:00:00+00,24.400000,29.500000,13.900000,24.600000,22.100000,19.300000,24.500000,29.300000,21.200000,17.800000,,24.400000,,30.600000,8145
2019/12/06 06:00:00+00,21,39.200000,16.500000,29.200000,18.300000,17.100000,26.100000,30.400000,20.100000,15.200000,20,27.200000,,34.700000,8146
2019/12/06 07:00:00+00,22.900000,38.600000,21.500000,21.900000,19.700000,17.700000,29.300000,28.800000,22.600000,15.400000,18.800000,25.700000,,29.500000,8147
2019/12/06 08:00:00+00,22.300000,44,18.800000,22.800000,20.100000,18.300000,28,20.700000,20.700000,13.900000,22.100000,17.800000,,32.100000,8148
2019/12/06 09:00:00+00,21.800000,36.700000,13.900000,26,17.800000,20.300000,26.300000,23.600000,23.400000,14,26.100000,23.200000,,28.800000,8149
2019/12/06 10:00:00+00,23.400000,31.100000,14,23.800000,14.200000,14,25.700000,24.900000,20,15.300000,24.600000,19.200000,,31,8150
2019/12/06 11:00:00+00,25.900000,29.700000,9.300000,18.800000,19.600000,14.200000,21.500000,21.300000,25.200000,12.700000,,18.400000,,33.600000,8151
2019/12/06 12:00:00+00,22.100000,24.700000,10.500000,12.300000,15.700000,12,22.800000,18.700000,16,13.200000,15.100000,16.600000,,24.900000,8152
2019/12/06 13:00:00+00,19.900000,21.800000,8.700000,11.800000,13.300000,12.100000,16.600000,12.600000,8.500000,8.200000,11.600000,15.500000,,26,8153
2019/12/06 14:00:00+00,14.900000,22.300000,7.700000,9.400000,8.400000,,13.700000,9.300000,13.600000,7.600000,11.200000,14.300000,,13.900000,8154
2019/12/06 15:00:00+00,15.500000,18.800000,12.500000,13.800000,10.600000,,17.100000,10.900000,13.200000,5.300000,12.800000,16.100000,,18,8155
2019/12/06 16:00:00+00,17,21.900000,9.900000,13.500000,10.100000,,18.200000,14.100000,18.900000,10.500000,17.900000,18.900000,,20.800000,8156
2019/12/06 17:00:00+00,18.700000,23.200000,9.900000,10.100000,12.600000,,15.300000,11.500000,13.800000,12.700000,14.500000,13.900000,,20.400000,8157
2019/12/06 18:00:00+00,15.500000,26.400000,9.600000,8.700000,14.700000,,16.200000,14.600000,14,10.200000,15.100000,16.800000,,17.500000,8158
2019/12/06 19:00:00+00,14.900000,23.400000,5.900000,8.100000,12.100000,,15.800000,8.300000,12.700000,7.500000,9.700000,14.600000,,11.100000,8159
2019/12/06 20:00:00+00,12.900000,15.700000,6.500000,7.300000,7.300000,,16.900000,15.600000,11.800000,7.900000,10.600000,11.900000,,12.200000,8160
2019/12/06 21:00:00+00,10.300000,13.800000,4.100000,5.300000,6.700000,,10,6.700000,8.700000,7.700000,13.600000,9.600000,,16,8161
2019/12/06 22:00:00+00,10.100000,12.500000,3,12.100000,7.200000,,10.100000,5.600000,11.300000,4.400000,8.500000,9.400000,,12.800000,8162
2019/12/06 23:00:00+00,8.700000,13.100000,4.500000,15.600000,7.400000,,8.400000,4.800000,9.400000,2.700000,8.300000,10.600000,,11,8163
2019/12/07 00:00:00+00,4.800000,13.900000,2.500000,14.100000,6.600000,,12.700000,3.100000,5.600000,,7.400000,8.900000,,8.600000,8164
2019/12/07 01:00:00+00,5.100000,10.300000,0.300000,11.100000,4.900000,,8.400000,5.300000,3,,4.100000,14.200000,,7.700000,8165
2019/12/07 02:00:00+00,4.100000,7.800000,2,10.400000,4,,4.700000,6.900000,4.900000,,3.600000,10.400000,,12.100000,8166
2019/12/07 03:00:00+00,2.700000,6.200000,2.600000,5.700000,2.900000,,7.700000,4.800000,6,2.900000,5.500000,7.300000,,10,8167
2019/12/07 04:00:00+00,3.500000,5.100000,2.200000,1.100000,6,,10.600000,3.700000,8.700000,4,7.600000,6.300000,,8.300000,8168
2019/12/07 05:00:00+00,3.700000,5.100000,2.700000,0,4.300000,,8.200000,3.800000,6,2,5.400000,12.300000,,8,8169
2019/12/07 06:00:00+00,3,14.100000,3.800000,0.400000,2.800000,,7.900000,4.400000,4.700000,4.100000,5.100000,18.900000,,12.600000,8170
2019/12/07 07:00:00+00,5.200000,12.500000,0.900000,6.800000,4.800000,,11.200000,3,6.200000,4.900000,2.700000,22.300000,,12.100000,8171
2019/12/07 08:00:00+00,3.700000,13.400000,6.100000,4.400000,6.400000,,18.200000,3.200000,5.600000,2.800000,8,24.400000,,12.400000,8172
2019/12/07 09:00:00+00,5.500000,13.300000,5.100000,4,6.700000,,16,5.300000,6.300000,1.700000,8.100000,17.200000,,14.200000,8173
2019/12/07 10:00:00+00,5.100000,12,3.400000,6.500000,6.500000,,17.300000,7.500000,7.600000,,5.500000,20.100000,,12.800000,8174
2019/12/07 11:00:00+00,5.900000,16.400000,3.600000,5.400000,4.800000,,14.400000,4.800000,6.500000,7.800000,9.900000,11.900000,,9.500000,8175
2019/12/07 12:00:00+00,5,10.100000,4.500000,5.400000,5.700000,,13.700000,5.100000,7.500000,2.700000,7.300000,13.500000,,9.600000,8176
